datekey,Date,Day,DayNb,daynumberofyear,weeknumberofyear,MonthName,MonthNb,Quarter
20211102,2021-11-02,Tuesday,2,306,45,Nov,11,4
20211103,2021-11-03,Wednesday,3,307,45,Nov,11,4
20211104,2021-11-04,Thursday,4,308,45,Nov,11,4
20211105,2021-11-05,Friday,5,309,45,Nov,11,4
20211106,2021-11-06,Saturday,6,310,45,Nov,11,4
20211107,2021-11-07,Sunday,7,311,46,Nov,11,4
20211108,2021-11-08,Monday,8,312,46,Nov,11,4
20211109,2021-11-09,Tuesday,9,313,46,Nov,11,4
20211110,2021-11-10,Wednesday,10,314,46,Nov,11,4
20211111,2021-11-11,Thursday,11,315,46,Nov,11,4
20211112,2021-11-12,Friday,12,316,46,Nov,11,4
20211113,2021-11-13,Saturday,13,317,46,Nov,11,4
20211114,2021-11-14,Sunday,14,318,47,Nov,11,4
20211115,2021-11-15,Monday,15,319,47,Nov,11,4
20211116,2021-11-16,Tuesday,16,320,47,Nov,11,4
20211117,2021-11-17,Wednesday,17,321,47,Nov,11,4
20211118,2021-11-18,Thursday,18,322,47,Nov,11,4
20211119,2021-11-19,Friday,19,323,47,Nov,11,4
20211120,2021-11-20,Saturday,20,324,47,Nov,11,4
20211121,2021-11-21,Sunday,21,325,48,Nov,11,4
20211122,2021-11-22,Monday,22,326,48,Nov,11,4
20211123,2021-11-23,Tuesday,23,327,48,Nov,11,4
20211124,2021-11-24,Wednesday,24,328,48,Nov,11,4
20211125,2021-11-25,Thursday,25,329,48,Nov,11,4
20211126,2021-11-26,Friday,26,330,48,Nov,11,4
20211127,2021-11-27,Saturday,27,331,48,Nov,11,4
20211128,2021-11-28,Sunday,28,332,49,Nov,11,4
20211129,2021-11-29,Monday,29,333,49,Nov,11,4
20211130,2021-11-30,Tuesday,30,334,49,Nov,11,4
20211201,2021-12-01,Wednesday,1,335,49,Dec,12,4
20211202,2021-12-02,Thursday,2,336,49,Dec,12,4
20211203,2021-12-03,Friday,3,337,49,Dec,12,4
20211204,2021-12-04,Saturday,4,338,49,Dec,12,4
20211205,2021-12-05,Sunday,5,339,50,Dec,12,4
20211206,2021-12-06,Monday,6,340,50,Dec,12,4
20211207,2021-12-07,Tuesday,7,341,50,Dec,12,4
20211208,2021-12-08,Wednesday,8,342,50,Dec,12,4
20211209,2021-12-09,Thursday,9,343,50,Dec,12,4
20211210,2021-12-10,Friday,10,344,50,Dec,12,4
20211211,2021-12-11,Saturday,11,345,50,Dec,12,4
20211212,2021-12-12,Sunday,12,346,51,Dec,12,4
20211213,2021-12-13,Monday,13,347,51,Dec,12,4
20211214,2021-12-14,Tuesday,14,348,51,Dec,12,4
20211215,2021-12-15,Wednesday,15,349,51,Dec,12,4
20211216,2021-12-16,Thursday,16,350,51,Dec,12,4
20211217,2021-12-17,Friday,17,351,51,Dec,12,4
20211218,2021-12-18,Saturday,18,352,51,Dec,12,4
20211219,2021-12-19,Sunday,19,353,52,Dec,12,4
20211220,2021-12-20,Monday,20,354,52,Dec,12,4
20211221,2021-12-21,Tuesday,21,355,52,Dec,12,4
20211222,2021-12-22,Wednesday,22,356,52,Dec,12,4
20211223,2021-12-23,Thursday,23,357,52,Dec,12,4
20211224,2021-12-24,Friday,24,358,52,Dec,12,4
20211225,2021-12-25,Saturday,25,359,52,Dec,12,4
20211226,2021-12-26,Sunday,26,360,53,Dec,12,4
20211227,2021-12-27,Monday,27,361,53,Dec,12,4
20211228,2021-12-28,Tuesday,28,362,53,Dec,12,4
20211229,2021-12-29,Wednesday,29,363,53,Dec,12,4
20211230,2021-12-30,Thursday,30,364,53,Dec,12,4
20211231,2021-12-31,Friday,31,365,53,Dec,12,4
20220101,2022-01-01,Saturday,1,1,1,Jan,1,1
20220102,2022-01-02,Sunday,2,2,2,Jan,1,1
20220103,2022-01-03,Monday,3,3,2,Jan,1,1
20220104,2022-01-04,Tuesday,4,4,2,Jan,1,1
20220105,2022-01-05,Wednesday,5,5,2,Jan,1,1
20220106,2022-01-06,Thursday,6,6,2,Jan,1,1
20220107,2022-01-07,Friday,7,7,2,Jan,1,1
20220108,2022-01-08,Saturday,8,8,2,Jan,1,1
20220109,2022-01-09,Sunday,9,9,3,Jan,1,1
20220110,2022-01-10,Monday,10,10,3,Jan,1,1
20220111,2022-01-11,Tuesday,11,11,3,Jan,1,1
20220112,2022-01-12,Wednesday,12,12,3,Jan,1,1
20220113,2022-01-13,Thursday,13,13,3,Jan,1,1
20220114,2022-01-14,Friday,14,14,3,Jan,1,1
20220115,2022-01-15,Saturday,15,15,3,Jan,1,1
20220116,2022-01-16,Sunday,16,16,4,Jan,1,1
20220117,2022-01-17,Monday,17,17,4,Jan,1,1
20220118,2022-01-18,Tuesday,18,18,4,Jan,1,1
20220119,2022-01-19,Wednesday,19,19,4,Jan,1,1
20220120,2022-01-20,Thursday,20,20,4,Jan,1,1
20220121,2022-01-21,Friday,21,21,4,Jan,1,1
20220122,2022-01-22,Saturday,22,22,4,Jan,1,1
20220123,2022-01-23,Sunday,23,23,5,Jan,1,1
20220124,2022-01-24,Monday,24,24,5,Jan,1,1
20220125,2022-01-25,Tuesday,25,25,5,Jan,1,1
20220126,2022-01-26,Wednesday,26,26,5,Jan,1,1
20220127,2022-01-27,Thursday,27,27,5,Jan,1,1
20220128,2022-01-28,Friday,28,28,5,Jan,1,1
20220129,2022-01-29,Saturday,29,29,5,Jan,1,1
20220130,2022-01-30,Sunday,30,30,6,Jan,1,1
20220131,2022-01-31,Monday,31,31,6,Jan,1,1
20220201,2022-02-01,Tuesday,1,32,6,Feb,2,1
20220202,2022-02-02,Wednesday,2,33,6,Feb,2,1
20220203,2022-02-03,Thursday,3,34,6,Feb,2,1
20220204,2022-02-04,Friday,4,35,6,Feb,2,1
20220205,2022-02-05,Saturday,5,36,6,Feb,2,1
20220206,2022-02-06,Sunday,6,37,7,Feb,2,1
20220207,2022-02-07,Monday,7,38,7,Feb,2,1
20220208,2022-02-08,Tuesday,8,39,7,Feb,2,1
20220209,2022-02-09,Wednesday,9,40,7,Feb,2,1
20220210,2022-02-10,Thursday,10,41,7,Feb,2,1
20220211,2022-02-11,Friday,11,42,7,Feb,2,1
20220212,2022-02-12,Saturday,12,43,7,Feb,2,1
20220213,2022-02-13,Sunday,13,44,8,Feb,2,1
20220214,2022-02-14,Monday,14,45,8,Feb,2,1
20220215,2022-02-15,Tuesday,15,46,8,Feb,2,1
20220216,2022-02-16,Wednesday,16,47,8,Feb,2,1
20220217,2022-02-17,Thursday,17,48,8,Feb,2,1
20220218,2022-02-18,Friday,18,49,8,Feb,2,1
20220219,2022-02-19,Saturday,19,50,8,Feb,2,1
20220220,2022-02-20,Sunday,20,51,9,Feb,2,1
20220221,2022-02-21,Monday,21,52,9,Feb,2,1
20220222,2022-02-22,Tuesday,22,53,9,Feb,2,1
20220223,2022-02-23,Wednesday,23,54,9,Feb,2,1
20220224,2022-02-24,Thursday,24,55,9,Feb,2,1
20220225,2022-02-25,Friday,25,56,9,Feb,2,1
20220226,2022-02-26,Saturday,26,57,9,Feb,2,1
20220227,2022-02-27,Sunday,27,58,10,Feb,2,1
20220228,2022-02-28,Monday,28,59,10,Feb,2,1
20220301,2022-03-01,Tuesday,1,60,10,Mar,3,1
20220302,2022-03-02,Wednesday,2,61,10,Mar,3,1
20220303,2022-03-03,Thursday,3,62,10,Mar,3,1
20220304,2022-03-04,Friday,4,63,10,Mar,3,1
20220305,2022-03-05,Saturday,5,64,10,Mar,3,1
20220306,2022-03-06,Sunday,6,65,11,Mar,3,1
20220307,2022-03-07,Monday,7,66,11,Mar,3,1
20220308,2022-03-08,Tuesday,8,67,11,Mar,3,1
20220309,2022-03-09,Wednesday,9,68,11,Mar,3,1
20220310,2022-03-10,Thursday,10,69,11,Mar,3,1
20220311,2022-03-11,Friday,11,70,11,Mar,3,1
20220312,2022-03-12,Saturday,12,71,11,Mar,3,1
20220313,2022-03-13,Sunday,13,72,12,Mar,3,1
20220314,2022-03-14,Monday,14,73,12,Mar,3,1
20220315,2022-03-15,Tuesday,15,74,12,Mar,3,1
20220316,2022-03-16,Wednesday,16,75,12,Mar,3,1
20220317,2022-03-17,Thursday,17,76,12,Mar,3,1
20220318,2022-03-18,Friday,18,77,12,Mar,3,1
20220319,2022-03-19,Saturday,19,78,12,Mar,3,1
20220320,2022-03-20,Sunday,20,79,13,Mar,3,1
20220321,2022-03-21,Monday,21,80,13,Mar,3,1
20220322,2022-03-22,Tuesday,22,81,13,Mar,3,1
20220323,2022-03-23,Wednesday,23,82,13,Mar,3,1
20220324,2022-03-24,Thursday,24,83,13,Mar,3,1
20220325,2022-03-25,Friday,25,84,13,Mar,3,1
20220326,2022-03-26,Saturday,26,85,13,Mar,3,1
20220327,2022-03-27,Sunday,27,86,14,Mar,3,1
20220328,2022-03-28,Monday,28,87,14,Mar,3,1
20220329,2022-03-29,Tuesday,29,88,14,Mar,3,1
20220330,2022-03-30,Wednesday,30,89,14,Mar,3,1
20220331,2022-03-31,Thursday,31,90,14,Mar,3,1
20220401,2022-04-01,Friday,1,91,14,Apr,4,2
20220402,2022-04-02,Saturday,2,92,14,Apr,4,2
20220403,2022-04-03,Sunday,3,93,15,Apr,4,2
20220404,2022-04-04,Monday,4,94,15,Apr,4,2
20220405,2022-04-05,Tuesday,5,95,15,Apr,4,2
20220406,2022-04-06,Wednesday,6,96,15,Apr,4,2
20220407,2022-04-07,Thursday,7,97,15,Apr,4,2
20220408,2022-04-08,Friday,8,98,15,Apr,4,2
20220409,2022-04-09,Saturday,9,99,15,Apr,4,2
20220410,2022-04-10,Sunday,10,100,16,Apr,4,2
20220411,2022-04-11,Monday,11,101,16,Apr,4,2
20220412,2022-04-12,Tuesday,12,102,16,Apr,4,2
20220413,2022-04-13,Wednesday,13,103,16,Apr,4,2
20220414,2022-04-14,Thursday,14,104,16,Apr,4,2
20220415,2022-04-15,Friday,15,105,16,Apr,4,2
20220416,2022-04-16,Saturday,16,106,16,Apr,4,2
20220417,2022-04-17,Sunday,17,107,17,Apr,4,2
20220418,2022-04-18,Monday,18,108,17,Apr,4,2
20220419,2022-04-19,Tuesday,19,109,17,Apr,4,2
20220420,2022-04-20,Wednesday,20,110,17,Apr,4,2
20220421,2022-04-21,Thursday,21,111,17,Apr,4,2
20220422,2022-04-22,Friday,22,112,17,Apr,4,2
20220423,2022-04-23,Saturday,23,113,17,Apr,4,2
20220424,2022-04-24,Sunday,24,114,18,Apr,4,2
20220425,2022-04-25,Monday,25,115,18,Apr,4,2
20220426,2022-04-26,Tuesday,26,116,18,Apr,4,2
20220427,2022-04-27,Wednesday,27,117,18,Apr,4,2
20220428,2022-04-28,Thursday,28,118,18,Apr,4,2
20220429,2022-04-29,Friday,29,119,18,Apr,4,2
20220430,2022-04-30,Saturday,30,120,18,Apr,4,2
20220501,2022-05-01,Sunday,1,121,19,May,5,2
20220502,2022-05-02,Monday,2,122,19,May,5,2
20220503,2022-05-03,Tuesday,3,123,19,May,5,2
20220504,2022-05-04,Wednesday,4,124,19,May,5,2
20220505,2022-05-05,Thursday,5,125,19,May,5,2
20220506,2022-05-06,Friday,6,126,19,May,5,2
20220507,2022-05-07,Saturday,7,127,19,May,5,2
20220508,2022-05-08,Sunday,8,128,20,May,5,2
20220509,2022-05-09,Monday,9,129,20,May,5,2
20220510,2022-05-10,Tuesday,10,130,20,May,5,2
20220511,2022-05-11,Wednesday,11,131,20,May,5,2
20220512,2022-05-12,Thursday,12,132,20,May,5,2
20220513,2022-05-13,Friday,13,133,20,May,5,2
20220514,2022-05-14,Saturday,14,134,20,May,5,2
20220515,2022-05-15,Sunday,15,135,21,May,5,2
20220516,2022-05-16,Monday,16,136,21,May,5,2
20220517,2022-05-17,Tuesday,17,137,21,May,5,2
20220518,2022-05-18,Wednesday,18,138,21,May,5,2
20220519,2022-05-19,Thursday,19,139,21,May,5,2
20220520,2022-05-20,Friday,20,140,21,May,5,2
20220521,2022-05-21,Saturday,21,141,21,May,5,2
20220522,2022-05-22,Sunday,22,142,22,May,5,2
20220523,2022-05-23,Monday,23,143,22,May,5,2
20220524,2022-05-24,Tuesday,24,144,22,May,5,2
20220525,2022-05-25,Wednesday,25,145,22,May,5,2
20220526,2022-05-26,Thursday,26,146,22,May,5,2
20220527,2022-05-27,Friday,27,147,22,May,5,2
20220528,2022-05-28,Saturday,28,148,22,May,5,2
20220529,2022-05-29,Sunday,29,149,23,May,5,2
20220530,2022-05-30,Monday,30,150,23,May,5,2
20220531,2022-05-31,Tuesday,31,151,23,May,5,2
20220601,2022-06-01,Wednesday,1,152,23,Jun,6,2
20220602,2022-06-02,Thursday,2,153,23,Jun,6,2
20220603,2022-06-03,Friday,3,154,23,Jun,6,2
20220604,2022-06-04,Saturday,4,155,23,Jun,6,2
20220605,2022-06-05,Sunday,5,156,24,Jun,6,2
20220606,2022-06-06,Monday,6,157,24,Jun,6,2
20220607,2022-06-07,Tuesday,7,158,24,Jun,6,2
20220608,2022-06-08,Wednesday,8,159,24,Jun,6,2
20220609,2022-06-09,Thursday,9,160,24,Jun,6,2
20220610,2022-06-10,Friday,10,161,24,Jun,6,2
20220611,2022-06-11,Saturday,11,162,24,Jun,6,2
20220612,2022-06-12,Sunday,12,163,25,Jun,6,2
20220613,2022-06-13,Monday,13,164,25,Jun,6,2
20220614,2022-06-14,Tuesday,14,165,25,Jun,6,2
20220615,2022-06-15,Wednesday,15,166,25,Jun,6,2
20220616,2022-06-16,Thursday,16,167,25,Jun,6,2
20220617,2022-06-17,Friday,17,168,25,Jun,6,2
20220618,2022-06-18,Saturday,18,169,25,Jun,6,2
20220619,2022-06-19,Sunday,19,170,26,Jun,6,2
20220620,2022-06-20,Monday,20,171,26,Jun,6,2
20220621,2022-06-21,Tuesday,21,172,26,Jun,6,2
20220622,2022-06-22,Wednesday,22,173,26,Jun,6,2
20220623,2022-06-23,Thursday,23,174,26,Jun,6,2
20220624,2022-06-24,Friday,24,175,26,Jun,6,2
20220625,2022-06-25,Saturday,25,176,26,Jun,6,2
20220626,2022-06-26,Sunday,26,177,27,Jun,6,2
20220627,2022-06-27,Monday,27,178,27,Jun,6,2
20220628,2022-06-28,Tuesday,28,179,27,Jun,6,2
20220629,2022-06-29,Wednesday,29,180,27,Jun,6,2
20220630,2022-06-30,Thursday,30,181,27,Jun,6,2
20220701,2022-07-01,Friday,1,182,27,Jul,7,3
20220702,2022-07-02,Saturday,2,183,27,Jul,7,3
20220703,2022-07-03,Sunday,3,184,28,Jul,7,3
20220704,2022-07-04,Monday,4,185,28,Jul,7,3
20220705,2022-07-05,Tuesday,5,186,28,Jul,7,3
20220706,2022-07-06,Wednesday,6,187,28,Jul,7,3
20220707,2022-07-07,Thursday,7,188,28,Jul,7,3
20220708,2022-07-08,Friday,8,189,28,Jul,7,3
20220709,2022-07-09,Saturday,9,190,28,Jul,7,3
20220710,2022-07-10,Sunday,10,191,29,Jul,7,3
20220711,2022-07-11,Monday,11,192,29,Jul,7,3
20220712,2022-07-12,Tuesday,12,193,29,Jul,7,3
20220713,2022-07-13,Wednesday,13,194,29,Jul,7,3
20220714,2022-07-14,Thursday,14,195,29,Jul,7,3
20220715,2022-07-15,Friday,15,196,29,Jul,7,3
20220716,2022-07-16,Saturday,16,197,29,Jul,7,3
20220717,2022-07-17,Sunday,17,198,30,Jul,7,3
20220718,2022-07-18,Monday,18,199,30,Jul,7,3
20220719,2022-07-19,Tuesday,19,200,30,Jul,7,3
20220720,2022-07-20,Wednesday,20,201,30,Jul,7,3
20220721,2022-07-21,Thursday,21,202,30,Jul,7,3
20220722,2022-07-22,Friday,22,203,30,Jul,7,3
20220723,2022-07-23,Saturday,23,204,30,Jul,7,3
20220724,2022-07-24,Sunday,24,205,31,Jul,7,3
20220725,2022-07-25,Monday,25,206,31,Jul,7,3
20220726,2022-07-26,Tuesday,26,207,31,Jul,7,3
20220727,2022-07-27,Wednesday,27,208,31,Jul,7,3
20220728,2022-07-28,Thursday,28,209,31,Jul,7,3
20220729,2022-07-29,Friday,29,210,31,Jul,7,3
20220730,2022-07-30,Saturday,30,211,31,Jul,7,3
20220731,2022-07-31,Sunday,31,212,32,Jul,7,3
20220801,2022-08-01,Monday,1,213,32,Aug,8,3
20220802,2022-08-02,Tuesday,2,214,32,Aug,8,3
20220803,2022-08-03,Wednesday,3,215,32,Aug,8,3
20220804,2022-08-04,Thursday,4,216,32,Aug,8,3
20220805,2022-08-05,Friday,5,217,32,Aug,8,3
20220806,2022-08-06,Saturday,6,218,32,Aug,8,3
20220807,2022-08-07,Sunday,7,219,33,Aug,8,3
20220808,2022-08-08,Monday,8,220,33,Aug,8,3
20220809,2022-08-09,Tuesday,9,221,33,Aug,8,3
20220810,2022-08-10,Wednesday,10,222,33,Aug,8,3
20220811,2022-08-11,Thursday,11,223,33,Aug,8,3
20220812,2022-08-12,Friday,12,224,33,Aug,8,3
20220813,2022-08-13,Saturday,13,225,33,Aug,8,3
20220814,2022-08-14,Sunday,14,226,34,Aug,8,3
20220815,2022-08-15,Monday,15,227,34,Aug,8,3
20220816,2022-08-16,Tuesday,16,228,34,Aug,8,3
20220817,2022-08-17,Wednesday,17,229,34,Aug,8,3
20220818,2022-08-18,Thursday,18,230,34,Aug,8,3
20220819,2022-08-19,Friday,19,231,34,Aug,8,3
20220820,2022-08-20,Saturday,20,232,34,Aug,8,3
20220821,2022-08-21,Sunday,21,233,35,Aug,8,3
20220822,2022-08-22,Monday,22,234,35,Aug,8,3
20220823,2022-08-23,Tuesday,23,235,35,Aug,8,3
20220824,2022-08-24,Wednesday,24,236,35,Aug,8,3
20220825,2022-08-25,Thursday,25,237,35,Aug,8,3
20220826,2022-08-26,Friday,26,238,35,Aug,8,3
20220827,2022-08-27,Saturday,27,239,35,Aug,8,3
20220828,2022-08-28,Sunday,28,240,36,Aug,8,3
20220829,2022-08-29,Monday,29,241,36,Aug,8,3
20220830,2022-08-30,Tuesday,30,242,36,Aug,8,3
20220831,2022-08-31,Wednesday,31,243,36,Aug,8,3
20220901,2022-09-01,Thursday,1,244,36,Sep,9,3
20220902,2022-09-02,Friday,2,245,36,Sep,9,3
20220903,2022-09-03,Saturday,3,246,36,Sep,9,3
20220904,2022-09-04,Sunday,4,247,37,Sep,9,3
20220905,2022-09-05,Monday,5,248,37,Sep,9,3
20220906,2022-09-06,Tuesday,6,249,37,Sep,9,3
20220907,2022-09-07,Wednesday,7,250,37,Sep,9,3
20220908,2022-09-08,Thursday,8,251,37,Sep,9,3
20220909,2022-09-09,Friday,9,252,37,Sep,9,3
20220910,2022-09-10,Saturday,10,253,37,Sep,9,3
20220911,2022-09-11,Sunday,11,254,38,Sep,9,3
20220912,2022-09-12,Monday,12,255,38,Sep,9,3
20220913,2022-09-13,Tuesday,13,256,38,Sep,9,3
20220914,2022-09-14,Wednesday,14,257,38,Sep,9,3
20220915,2022-09-15,Thursday,15,258,38,Sep,9,3
20220916,2022-09-16,Friday,16,259,38,Sep,9,3
20220917,2022-09-17,Saturday,17,260,38,Sep,9,3
20220918,2022-09-18,Sunday,18,261,39,Sep,9,3
20220919,2022-09-19,Monday,19,262,39,Sep,9,3
20220920,2022-09-20,Tuesday,20,263,39,Sep,9,3
20220921,2022-09-21,Wednesday,21,264,39,Sep,9,3
20220922,2022-09-22,Thursday,22,265,39,Sep,9,3
20220923,2022-09-23,Friday,23,266,39,Sep,9,3
20220924,2022-09-24,Saturday,24,267,39,Sep,9,3
20220925,2022-09-25,Sunday,25,268,40,Sep,9,3
20220926,2022-09-26,Monday,26,269,40,Sep,9,3
20220927,2022-09-27,Tuesday,27,270,40,Sep,9,3
20220928,2022-09-28,Wednesday,28,271,40,Sep,9,3
20220929,2022-09-29,Thursday,29,272,40,Sep,9,3
20220930,2022-09-30,Friday,30,273,40,Sep,9,3
20221001,2022-10-01,Saturday,1,274,40,Oct,10,4
20221002,2022-10-02,Sunday,2,275,41,Oct,10,4
20221003,2022-10-03,Monday,3,276,41,Oct,10,4
20221004,2022-10-04,Tuesday,4,277,41,Oct,10,4
20221005,2022-10-05,Wednesday,5,278,41,Oct,10,4
20221006,2022-10-06,Thursday,6,279,41,Oct,10,4
20221007,2022-10-07,Friday,7,280,41,Oct,10,4
20221008,2022-10-08,Saturday,8,281,41,Oct,10,4
20221009,2022-10-09,Sunday,9,282,42,Oct,10,4
20221010,2022-10-10,Monday,10,283,42,Oct,10,4
20221011,2022-10-11,Tuesday,11,284,42,Oct,10,4
20221012,2022-10-12,Wednesday,12,285,42,Oct,10,4
20221013,2022-10-13,Thursday,13,286,42,Oct,10,4
20221014,2022-10-14,Friday,14,287,42,Oct,10,4
20221015,2022-10-15,Saturday,15,288,42,Oct,10,4
20221016,2022-10-16,Sunday,16,289,43,Oct,10,4
20221017,2022-10-17,Monday,17,290,43,Oct,10,4
20221018,2022-10-18,Tuesday,18,291,43,Oct,10,4
20221019,2022-10-19,Wednesday,19,292,43,Oct,10,4
20221020,2022-10-20,Thursday,20,293,43,Oct,10,4
20221021,2022-10-21,Friday,21,294,43,Oct,10,4
20221022,2022-10-22,Saturday,22,295,43,Oct,10,4
20221023,2022-10-23,Sunday,23,296,44,Oct,10,4
20221024,2022-10-24,Monday,24,297,44,Oct,10,4
20221025,2022-10-25,Tuesday,25,298,44,Oct,10,4
20221026,2022-10-26,Wednesday,26,299,44,Oct,10,4
20221027,2022-10-27,Thursday,27,300,44,Oct,10,4
20221028,2022-10-28,Friday,28,301,44,Oct,10,4
20221029,2022-10-29,Saturday,29,302,44,Oct,10,4
20221030,2022-10-30,Sunday,30,303,45,Oct,10,4
20221031,2022-10-31,Monday,31,304,45,Oct,10,4
20221101,2022-11-01,Tuesday,1,305,45,Nov,11,4
20221102,2022-11-02,Wednesday,2,306,45,Nov,11,4
20221103,2022-11-03,Thursday,3,307,45,Nov,11,4
20221104,2022-11-04,Friday,4,308,45,Nov,11,4
20221105,2022-11-05,Saturday,5,309,45,Nov,11,4
20221106,2022-11-06,Sunday,6,310,46,Nov,11,4
20221107,2022-11-07,Monday,7,311,46,Nov,11,4
20221108,2022-11-08,Tuesday,8,312,46,Nov,11,4
20221109,2022-11-09,Wednesday,9,313,46,Nov,11,4
20221110,2022-11-10,Thursday,10,314,46,Nov,11,4
20221111,2022-11-11,Friday,11,315,46,Nov,11,4
20221112,2022-11-12,Saturday,12,316,46,Nov,11,4
20221113,2022-11-13,Sunday,13,317,47,Nov,11,4
20221114,2022-11-14,Monday,14,318,47,Nov,11,4
20221115,2022-11-15,Tuesday,15,319,47,Nov,11,4
20221116,2022-11-16,Wednesday,16,320,47,Nov,11,4
20221117,2022-11-17,Thursday,17,321,47,Nov,11,4
20221118,2022-11-18,Friday,18,322,47,Nov,11,4
20221119,2022-11-19,Saturday,19,323,47,Nov,11,4
20221120,2022-11-20,Sunday,20,324,48,Nov,11,4
20221121,2022-11-21,Monday,21,325,48,Nov,11,4
20221122,2022-11-22,Tuesday,22,326,48,Nov,11,4
20221123,2022-11-23,Wednesday,23,327,48,Nov,11,4
20221124,2022-11-24,Thursday,24,328,48,Nov,11,4
20221125,2022-11-25,Friday,25,329,48,Nov,11,4
20221126,2022-11-26,Saturday,26,330,48,Nov,11,4
20221127,2022-11-27,Sunday,27,331,49,Nov,11,4
20221128,2022-11-28,Monday,28,332,49,Nov,11,4
20221129,2022-11-29,Tuesday,29,333,49,Nov,11,4
20221130,2022-11-30,Wednesday,30,334,49,Nov,11,4
20221201,2022-12-01,Thursday,1,335,49,Dec,12,4
20221202,2022-12-02,Friday,2,336,49,Dec,12,4
20221203,2022-12-03,Saturday,3,337,49,Dec,12,4
20221204,2022-12-04,Sunday,4,338,50,Dec,12,4
20221205,2022-12-05,Monday,5,339,50,Dec,12,4
20221206,2022-12-06,Tuesday,6,340,50,Dec,12,4
20221207,2022-12-07,Wednesday,7,341,50,Dec,12,4
20221208,2022-12-08,Thursday,8,342,50,Dec,12,4
20221209,2022-12-09,Friday,9,343,50,Dec,12,4
20221210,2022-12-10,Saturday,10,344,50,Dec,12,4
20221211,2022-12-11,Sunday,11,345,51,Dec,12,4
20221212,2022-12-12,Monday,12,346,51,Dec,12,4
20221213,2022-12-13,Tuesday,13,347,51,Dec,12,4
20221214,2022-12-14,Wednesday,14,348,51,Dec,12,4
20221215,2022-12-15,Thursday,15,349,51,Dec,12,4
20221216,2022-12-16,Friday,16,350,51,Dec,12,4
20221217,2022-12-17,Saturday,17,351,51,Dec,12,4
20221218,2022-12-18,Sunday,18,352,52,Dec,12,4
20221219,2022-12-19,Monday,19,353,52,Dec,12,4
20221220,2022-12-20,Tuesday,20,354,52,Dec,12,4
20221221,2022-12-21,Wednesday,21,355,52,Dec,12,4
20221222,2022-12-22,Thursday,22,356,52,Dec,12,4
20221223,2022-12-23,Friday,23,357,52,Dec,12,4
20221224,2022-12-24,Saturday,24,358,52,Dec,12,4
20221225,2022-12-25,Sunday,25,359,53,Dec,12,4
20221226,2022-12-26,Monday,26,360,53,Dec,12,4
20221227,2022-12-27,Tuesday,27,361,53,Dec,12,4
20221228,2022-12-28,Wednesday,28,362,53,Dec,12,4
20221229,2022-12-29,Thursday,29,363,53,Dec,12,4
20221230,2022-12-30,Friday,30,364,53,Dec,12,4
20221231,2022-12-31,Saturday,31,365,53,Dec,12,4
20230101,2023-01-01,Sunday,1,1,1,Jan,1,1
20230102,2023-01-02,Monday,2,2,1,Jan,1,1
20230103,2023-01-03,Tuesday,3,3,1,Jan,1,1
20230104,2023-01-04,Wednesday,4,4,1,Jan,1,1
20230105,2023-01-05,Thursday,5,5,1,Jan,1,1
20230106,2023-01-06,Friday,6,6,1,Jan,1,1
20230107,2023-01-07,Saturday,7,7,1,Jan,1,1
20230108,2023-01-08,Sunday,8,8,2,Jan,1,1
20230109,2023-01-09,Monday,9,9,2,Jan,1,1
20230110,2023-01-10,Tuesday,10,10,2,Jan,1,1
20230111,2023-01-11,Wednesday,11,11,2,Jan,1,1
20230112,2023-01-12,Thursday,12,12,2,Jan,1,1
20230113,2023-01-13,Friday,13,13,2,Jan,1,1
20230114,2023-01-14,Saturday,14,14,2,Jan,1,1
20230115,2023-01-15,Sunday,15,15,3,Jan,1,1
20230116,2023-01-16,Monday,16,16,3,Jan,1,1
20230117,2023-01-17,Tuesday,17,17,3,Jan,1,1
20230118,2023-01-18,Wednesday,18,18,3,Jan,1,1
20230119,2023-01-19,Thursday,19,19,3,Jan,1,1
20230120,2023-01-20,Friday,20,20,3,Jan,1,1
20230121,2023-01-21,Saturday,21,21,3,Jan,1,1
20230122,2023-01-22,Sunday,22,22,4,Jan,1,1
20230123,2023-01-23,Monday,23,23,4,Jan,1,1
20230124,2023-01-24,Tuesday,24,24,4,Jan,1,1
20230125,2023-01-25,Wednesday,25,25,4,Jan,1,1
20230126,2023-01-26,Thursday,26,26,4,Jan,1,1
20230127,2023-01-27,Friday,27,27,4,Jan,1,1
20230128,2023-01-28,Saturday,28,28,4,Jan,1,1
20230129,2023-01-29,Sunday,29,29,5,Jan,1,1
20230130,2023-01-30,Monday,30,30,5,Jan,1,1
20230131,2023-01-31,Tuesday,31,31,5,Jan,1,1
20230201,2023-02-01,Wednesday,1,32,5,Feb,2,1
20230202,2023-02-02,Thursday,2,33,5,Feb,2,1
20230203,2023-02-03,Friday,3,34,5,Feb,2,1
20230204,2023-02-04,Saturday,4,35,5,Feb,2,1
20230205,2023-02-05,Sunday,5,36,6,Feb,2,1
20230206,2023-02-06,Monday,6,37,6,Feb,2,1
20230207,2023-02-07,Tuesday,7,38,6,Feb,2,1
20230208,2023-02-08,Wednesday,8,39,6,Feb,2,1
20230209,2023-02-09,Thursday,9,40,6,Feb,2,1
20230210,2023-02-10,Friday,10,41,6,Feb,2,1
20230211,2023-02-11,Saturday,11,42,6,Feb,2,1
